Rowid_,VALUE,COUNT,VALUE_1,CLASSNAME,EVT_FUEL,EVT_FUEL_N,EVT_LF,EVT_GP,EVT_PHYS,EVT_GP_N,SAF_SRM,FOR_GRP_ID,FOR_GRP_N,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
,3093,16748750,3093,Southern Colorado Plateau Sand Shrubland,2093,Sh Southern Colorado Plateau Sand Shrubland,Shrub,637,Shrubland,Sand Shrubland,SRM 605: Sandsage Prairie,51,Sand Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,112,82,57,0.439216,0.321569,0.223529
,3094,2450298,3094,Western Great Plains Sandhill Shrubland,2094,Sh Western Great Plains Sandhill Steppe,Shrub,637,Shrubland,Sand Shrubland,SRM 605: Sandsage Prairie,51,Sand Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,112,82,57,0.439216,0.321569,0.223529
,3095,67772931,3095,Apacherian-Chihuahuan Mesquite Upland Scrub,2095,Sh Apacherian-Chihuahuan Mesquite Upland Scrub,Shrub,624,Shrubland,Mesquite Woodland and Scrub,SRM 729: Mesquite,51,Mesquite Woodland and Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,150,123,89,0.588235,0.482353,0.34902
,3096,30126,3096,California Maritime Chaparral,2096,Sh California Maritime Chaparral,Shrub,607,Shrubland,Chaparral,SRM 208: Ceanothus Mixed Chaparral,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,107,77,54,0.419608,0.301961,0.211765
,3097,8760615,3097,California Mesic Chaparral,2097,Sh California Mesic Chaparral,Shrub,607,Shrubland,Chaparral,SRM 207: Scrub Oak Mixed Chaparral,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,59,30,19,0.231373,0.117647,0.07451
,3098,8122131,3098,California Montane Woodland and Chaparral,2098,Sh California Montane Woodland and Chaparral,Shrub,607,Shrubland,Chaparral,SRM 209: Montane Shrubland,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,66,37,24,0.258824,0.145098,0.094118
,3099,254751,3099,California Xeric Serpentine Chaparral,2099,Sh California Xeric Serpentine Chaparral,Shrub,607,Shrubland,Chaparral,SRM 209: Montane Shrubland,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,66,37,24,0.258824,0.145098,0.094118
,3100,43512421,3100,Chihuahuan Mixed Desert and Thornscrub,2100,Sh Chihuahuan Mixed Desert and Thornscrub,Shrub,613,Shrubland,Desert Scrub,SRM 508: Creosotebush-Tarbush,51,Desert Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,74,44,29,0.290196,0.172549,0.113725
,3101,468442,3101,Madrean Oriental Chaparral,2101,Sh Madrean Oriental Chaparral,Shrub,607,Shrubland,Chaparral,SRM 735: Sideoats Grama-Sumac-Juniper,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,145,117,84,0.568627,0.458824,0.329412
,3103,605972,3103,Great Basin Semi-Desert Chaparral,2103,Sh Great Basin Semi-Desert Chaparral,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
,3104,12463950,3104,Mogollon Chaparral,2104,Sh Mogollon Chaparral,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
,3105,14259672,3105,Northern and Central California Dry-Mesic Chaparral,2105,Sh Northern and Central California Dry-Mesic Chaparral,Shrub,607,Shrubland,Chaparral,SRM 206: Chamise Chaparral,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,99,69,47,0.388235,0.270588,0.184314
,3106,6370710,3106,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,2106,Sh Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,SRM 421: Chokecherry-Serviceberry-Rose,51,Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,117,87,61,0.458824,0.341176,0.239216
,3107,5197800,3107,Rocky Mountain Gambel Oak-Mixed Montane Shrubland,2107,Sh Rocky Mountain Gambel Oak-Mixed Montane Shrubland,Shrub,612,Shrubland,Deciduous Shrubland,SRM 413: Gambel oak,51,Deciduous Shrubland,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,245,175,54,0.960784,0.686275,0.211765
,3108,3566047,3108,Sonora-Mojave Semi-Desert Chaparral,2108,Sh Sonora-Mojave Semi-Desert Chaparral,Shrub,607,Shrubland,Chaparral,SRM 503: Arizona Chaparral,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,89,59,40,0.34902,0.231373,0.156863
,3109,61265173,3109,Sonoran Paloverde-Mixed Cacti Desert Scrub,2109,Sh Sonoran Paloverde-Mixed Cacti Desert Scrub,Shrub,613,Shrubland,Desert Scrub,SRM 507: Palo Verde-Cactus,51,Desert Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,242,168,48,0.94902,0.658824,0.188235
,3110,5465145,3110,Southern California Dry-Mesic Chaparral,2110,Sh Southern California Dry-Mesic Chaparral,Shrub,607,Shrubland,Chaparral,SRM 206: Chamise Chaparral,51,Chaparral,Shrub-dominated,Shrubland,Evergreen shrubland,99,69,47,0.388235,0.270588,0.184314
,3111,1801139,3111,Western Great Plains Mesquite Woodland,2111,Tr Western Great Plains Mesquite Woodland and Shrubland,Tree,624,Shrubland,Mesquite Woodland and Scrub,SRM 729: Mesquite,51,Mesquite Woodland and Scrub,Shrub-dominated,Shrubland,Mixed evergreen-deciduous shrubland,150,123,89,0.588235,0.482353,0.34902
,3112,136622,3112,California Central Valley Mixed Oak Savanna,2112,Tr California Central Valley Mixed Oak Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SRM 201: Blue Oak Woodland,920,Western Oak Group,Tree-dominated,Sparse tree canopy,Deciduous sparse tree canopy,138,227,212,0.541176,0.890196,0.831373
,3113,219622,3113,California Coastal Live Oak Woodland and Savanna,2113,Tr California Coastal Live Oak Woodland and Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,920,Western Oak Group,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,131,222,110,0.513725,0.870588,0.431373
,3114,15039173,3114,California Lower Montane Foothill Pine Woodland and Savanna,2114,Tr California Lower Montane Foothill Pine Woodland and Savanna,Tree,610,Conifer,Conifer-Oak Forest and Woodland,SAF 250: Blue Oak-Digger Pine,920,Western Oak Group,Tree-dominated,Sparse tree canopy,Evergreen open tree canopy,121,217,207,0.47451,0.85098,0.811765
,3115,786411,3115,Inter-Mountain Basins Juniper Savanna,2115,Tr Inter-Mountain Basins Juniper Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 412: Juniper-Pinyon Woodland,180,Pinyon/Juniper Group,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,78,255,59,0.305882,1,0.231373
,3116,1274796,3116,Madrean Juniper Savanna,2116,Tr Madrean Juniper Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 735: Sideoats Grama-Sumac-Juniper,,,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,145,117,84,0.568627,0.458824,0.329412
,3117,2317668,3117,Southern Rocky Mountain Ponderosa Pine Savanna,2117,Tr Southern Rocky Mountain Ponderosa Pine Savanna,Tree,631,Conifer,"Ponderosa Pine Forest, Woodland and Savanna",SAF 237: Interior Ponderosa Pine,220,Ponderosa Pine Group,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,214,255,181,0.839216,1,0.709804
,3118,2311481,3118,Southern California Oak Woodland and Savanna,2118,Tr Southern California Oak Woodland and Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 255: California Coast Live Oak,920,Western Oak Group,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,131,222,110,0.513725,0.870588,0.431373
,3119,1053087,3119,Southern Rocky Mountain Juniper Woodland and Savanna,2119,Tr Southern Rocky Mountain Juniper Woodland and Savanna,Tree,620,Conifer,Juniper Woodland and Savanna,SRM 504: Juniper-Pinyon Pine Woodland,180,Pinyon/Juniper Group,Tree-dominated,Sparse tree canopy,Evergreen sparse tree canopy,121,255,94,0.47451,1,0.368627
,3120,1047,3120,Willamette Valley Upland Prairie and Savanna,2120,Tr Willamette Valley Upland Prairie and Savanna,Tree,629,Hardwood,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,500,Oak/Hickory Group,Tree-dominated,Sparse tree canopy,Mixed evergreen-deciduous sparse tree canopy,203,255,171,0.796078,1,0.670588
,3121,1593376,3121,Apacherian-Chihuahuan Semi-Desert Shrubland,2121,Sh Apacherian-Chihuahuan Semi-Desert Grassland and Steppe,Shrub,618,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,51,Grassland and Steppe,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,255,204,51,1,0.8,0.2
,3122,344438,3122,Chihuahuan Gypsophilous Grassland and Steppe,2122,Sh Chihuahuan Gypsophilous Grassland and Steppe,Shrub,618,Shrubland,Grassland and Steppe,SRM 505: Grama-Tobosa Shrub,51,Grassland and Steppe,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,255,204,51,1,0.8,0.2
,3123,22116661,3123,Columbia Plateau Steppe and Grassland,2123,He Columbia Plateau Steppe and Grassland,Herb,618,Shrubland,Grassland and Steppe,SRM 106: Bluegrass Scabland,51,Grassland and Steppe,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,199,176,129,0.780392,0.690196,0.505882
,3124,27680212,3124,Columbia Plateau Low Sagebrush Steppe,2124,Sh Columbia Plateau Low Sagebrush Steppe,Shrub,623,Shrubland,Low Sagebrush Shrubland and Steppe,SRM 406: Low Sagebrush,51,Low Sagebrush Shrubland and Steppe,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,135,106,76,0.529412,0.415686,0.298039
,3125,131151550,3125,Inter-Mountain Basins Big Sagebrush Steppe,2125,Sh Inter-Mountain Basins Big Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 314: Big Sagebrush-Bluebunch Wheatgrass,51,Big Sagebrush Shrubland and Steppe,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,230,151,41,0.901961,0.592157,0.160784
,3126,31750897,3126,Inter-Mountain Basins Montane Sagebrush Steppe,2126,Sh Inter-Mountain Basins Montane Sagebrush Steppe,Shrub,604,Shrubland,Big Sagebrush Shrubland and Steppe,SRM 402: Mountain Big Sagebrush,51,Big Sagebrush Shrubland and Steppe,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,219,140,37,0.858824,0.54902,0.145098
,3127,14746660,3127,Inter-Mountain Basins Semi-Desert Shrub-Steppe,2127,Sh Inter-Mountain Basins Semi-Desert Shrub-Steppe,Shrub,613,Shrubland,Desert Scrub,SRM 403: Wyoming Big Sagebrush,51,Desert Scrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,130,101,72,0.509804,0.396078,0.282353
,3128,493223,3128,Northern California Coastal Scrub,2128,Sh Northern California Coastal Scrub,Shrub,609,Shrubland,Pacific Coastal Scrub,SRM 204: Northern Coastal Shrub,51,Pacific Coastal Scrub,Shrub-dominated,Herbaceous - shrub-steppe,Perennial graminoid steppe,201,116,30,0.788235,0.454902,0.117647
,3129,8758468,3129,California Central Valley and Southern Coastal Grassland,2129,He California Central Valley and Southern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1,0.921569,0.6
,3130,92173,3130,California Mesic Serpentine Grassland,2130,He California Mesic Serpentine Grassland,Herb,617,Grassland,Grassland,SRM 215: Valley Grassland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,235,153,1,0.921569,0.6
,3131,3524493,3131,California Northern Coastal Grassland,2131,He California Northern Coastal Grassland,Herb,617,Grassland,Grassland,SRM 214: Coastal Prairie,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,248,148,1,0.972549,0.580392
,3132,80533304,3132,Central Mixedgrass Prairie Grassland,2132,Sh Central Mixedgrass Prairie,Herb,646,Grassland,Mixedgrass Prairie,SRM 704: Blue Grama-Western Wheatgrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,241,140,1,0.945098,0.54902
,3133,2476197,3133,Chihuahuan Sandy Plains Semi-Desert Grassland,2133,He Chihuahuan Sandy Plains Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 713: Grama-Muhly-Threeawn,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,233,135,1,0.913725,0.529412
,3134,608809,3134,Columbia Basin Foothill and Canyon Dry Grassland,2134,He Columbia Basin Foothill and Canyon Dry Grassland,Herb,617,Grassland,Grassland,SRM 101: Bluebunch Wheatgrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,226,130,1,0.886275,0.509804
,3135,42077445,3135,Inter-Mountain Basins Semi-Desert Grassland,2135,He Inter-Mountain Basins Semi-Desert Grassland,Herb,617,Grassland,Grassland,SRM 502: Grama-Galetta,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,200,125,1,0.784314,0.490196
,3136,27692,3136,Mediterranean California Alpine Dry Tundra,2136,He Mediterranean California Alpine Dry Tundra,Herb,616,Grassland,Dry Tundra,SRM 213: Alpine Grassland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,211,119,1,0.827451,0.466667
,3137,819377,3137,Mediterranean California Subalpine Meadow,2137,He Mediterranean California Subalpine Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 216: Montane Meadows,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,205,112,1,0.803922,0.439216
,3138,7002557,3138,North Pacific Montane Grassland,2138,He North Pacific Montane Grassland,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,198,107,1,0.776471,0.419608
,3139,33812582,3139,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,2139,He Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,Herb,617,Grassland,Grassland,SRM 311: Rough Fescue-Bluebunch Wheatgrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,191,102,1,0.74902,0.4
,3140,7655271,3140,Northern Rocky Mountain Subalpine-Upper Montane Grassland,2140,He Northern Rocky Mountain Subalpine-Upper Montane Grassland,Herb,617,Grassland,Grassland,SRM 312: Rough Fescue-Idaho Fescue,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,184,97,1,0.721569,0.380392
,3141,257124544,3141,Northwestern Great Plains Mixedgrass Prairie,2141,He Northwestern Great Plains Mixedgrass Prairie,Herb,646,Grassland,Mixedgrass Prairie,SRM 606: Wheatgrass-Bluestem-Needlegrass,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,176,92,1,0.690196,0.360784
,3142,3314407,3142,Columbia Basin Palouse Prairie,2142,He Columbia Basin Palouse Prairie,Herb,617,Grassland,Grassland,SRM 102: Idaho Fescue,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,198,107,1,0.776471,0.419608
,3143,105,3143,Rocky Mountain Alpine Fell-Field,2143,He Rocky Mountain Alpine Fell-Field,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 410: Alpine Rangeland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
,3144,2437201,3144,Rocky Mountain Alpine Turf,2144,He Rocky Mountain Alpine Turf,Herb,616,Grassland,Dry Tundra,SRM 410: Alpine Rangeland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
,3145,22445003,3145,Rocky Mountain Subalpine-Montane Mesic Meadow,2145,He Rocky Mountain Subalpine-Montane Mesic Meadow,Herb,601,Grassland,"Alpine Dwarf-Shrubland, Fell-field and Meadow",SRM 409: Tall Forb,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,163,82,1,0.639216,0.321569
,3146,7274717,3146,Southern Rocky Mountain Montane-Subalpine Grassland,2146,He Southern Rocky Mountain Montane-Subalpine Grassland,Herb,617,Grassland,Grassland,SRM 410: Alpine Rangeland,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,171,145,106,0.670588,0.568627,0.415686
,3147,2811919,3147,Western Great Plains Foothill and Piedmont Grassland,2147,He Western Great Plains Foothill and Piedmont Grassland,Herb,617,Grassland,Grassland,SRM 604: Bluestem-Grama Prairie,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,157,77,1,0.615686,0.301961
,3148,99584078,3148,Western Great Plains Sand Prairie Grassland,2148,Sh Western Great Plains Sand Prairie,Herb,647,Grassland,Sand Prairie,SRM 720: Sand Bluestem -Little Bluestem Dunes,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,148,71,1,0.580392,0.278431
,3149,180773057,3149,Western Great Plains Shortgrass Prairie,2149,He Western Great Plains Shortgrass Prairie,Herb,648,Grassland,Shortgrass Prairie,SRM 611: Blue Grama-Buffalograss,,Perennial Grassland,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,142,66,1,0.556863,0.258824
