SecondaryStratumID,Timestep,TransitionGroupID,Amount,DistributionType,DistributionFrequencyID,DistributionSD,DistributionMin,DistributionMax
Monterey,2041,Management: Forest Clearcut,8.189058483001636,Normal,Iteration and Timestep,34.743232709182074,0,147.40305269402944
Monterey,2051,Management: Forest Clearcut,7.784549556837999,Normal,Iteration and Timestep,33.02704668073729,0,140.12189202308397
Monterey,2061,Management: Forest Clearcut,6.8466881206215655,Normal,Iteration and Timestep,29.048037592565326,0,123.24038617118818
Monterey,2071,Management: Forest Clearcut,5.8159394495082966,Normal,Iteration and Timestep,24.674941342306038,0,104.68691009114934
Monterey,2081,Management: Forest Clearcut,5.357495999856175,Normal,Iteration and Timestep,22.729930510068623,0,96.43492799741115
Monterey,2091,Management: Forest Clearcut,4.263823718006341,Normal,Iteration and Timestep,18.089871988717928,0,76.74882692411413
Napa,2017,Management: Forest Clearcut,10.816868321857266,Normal,Iteration and Timestep,31.48171103252834,0,97.3518148967154
Napa,2021,Management: Forest Clearcut,14.430481395585758,Normal,Iteration and Timestep,41.998869898242795,0,129.87433256027182
Napa,2031,Management: Forest Clearcut,14.981812080134718,Normal,Iteration and Timestep,43.60347788438828,0,134.83630872121245
Napa,2041,Management: Forest Clearcut,16.378116966003272,Normal,Iteration and Timestep,47.667322023213266,0,147.40305269402944
